learning_rate iterations train_mse test_mse runtime evals gens nodes_amnt
1e-06 17 24963.707213792783 32380.401162747436 20.426670789718628 6155 11 7
1e-06 17 21375.775203116355 19129.21416772749 20.91965103149414 5642 10 13
1e-06 17 7545.1182915439 9173.36807372717 22.9494845867157 6668 12 13
1e-06 17 24993.740335775572 25146.268181545915 22.188008308410645 6668 12 9
1e-06 17 6284.095776696982 8560.458421453166 22.030094385147095 5642 10 7
1e-06 17 28089.1551879397 23665.875781818184 20.31317138671875 20519 39 1
1e-06 17 26891.536803551688 22921.015192912706 20.35247564315796 9233 17 3
1e-06 18 11658.296716103137 12051.142965243273 21.383723974227905 5642 10 13
1e-06 18 22989.95728302104 17374.26430594053 22.934831142425537 5129 9 11
1e-06 18 26626.478423760997 26908.322688564487 20.4439914226532 9233 17 3
1e-06 18 12182.885534099181 17102.95757073592 22.15785264968872 6155 11 7
1e-06 18 26990.185149240322 24480.011254544228 21.021185874938965 6668 12 3
1e-06 18 25341.785783042804 31449.037686886437 20.965222120285034 5642 10 7
1e-06 18 27078.034806901633 27261.74127040602 20.67443013191223 6668 12 5
1e-06 18 9345.814190860574 11598.857573786345 20.42582368850708 6668 12 9
1e-06 18 26351.503199272833 22112.412594339236 21.867797374725342 8207 15 7
1e-06 18 26368.703699879065 22434.15492930151 20.139532804489136 5642 10 9
1e-06 19 26578.350259384042 27135.73391298309 20.552559852600098 5642 10 13
1e-06 19 26275.92091267172 20288.73739942349 20.20880961418152 5129 9 7
1e-06 19 23664.093038076768 23900.944909495065 22.335613250732422 5129 9 13
1e-06 19 25450.854226743388 32937.77074283956 21.76209044456482 6668 12 7
1e-06 19 26099.620789557743 23629.38236807538 21.093542098999023 6668 12 5
1e-06 19 25566.11774585382 31709.303044905293 21.7763729095459 6668 12 5
1e-06 19 20795.006458924465 20869.53081738793 21.929392337799072 5642 10 13
1e-06 19 22244.717612771372 24461.712477426358 22.347649335861206 5642 10 13
1e-06 19 27295.19186400381 22956.821902249536 20.11795210838318 6668 12 3
1e-06 19 26825.8219259944 22862.647245736156 20.831916332244873 6668 12 5
1e-05 1 24193.258359453936 24730.888039254205 20.351555824279785 20006 38 9
1e-05 1 25137.47326232493 19275.288049577455 20.27574586868286 41039 79 3
1e-05 1 27656.162069221107 27952.760725 20.05556344985962 90287 175 1
1e-05 1 5793.597466176696 7122.227782004128 20.20522165298462 13337 25 29
1e-05 1 5977.831726443423 5315.972926128395 20.722230672836304 16415 31 17
1e-05 1 5953.3651181862115 5776.677726491568 20.262996912002563 35909 69 3
1e-05 1 5978.7699779203385 5485.527378214573 20.127168655395508 17441 33 15
1e-05 1 5688.361110047018 7968.489118858892 20.461515188217163 18467 35 15
1e-05 1 24365.46430862635 20353.93618673658 20.10909366607666 40013 77 3
1e-05 1 18456.03062996924 15251.313166742533 21.2307186126709 17441 33 33
1e-05 2 5892.16572104826 6092.983538999529 20.992029428482056 13850 26 17
1e-05 2 6219.342790066322 4259.855557810469 20.678748607635498 12824 24 13
1e-05 2 14746.667572990667 14818.506036863713 20.17287826538086 23084 44 7
1e-05 2 5810.624819271737 7515.995364903088 20.622111797332764 15389 29 27
1e-05 2 5987.98620090859 5321.892778542573 21.62866711616516 14363 27 35
1e-05 2 5953.410010570578 5768.763528951445 20.845588445663452 15902 30 9
1e-05 2 10743.761768075048 10571.852646233376 20.48943042755127 15389 29 17
1e-05 2 5812.651472838844 8074.552166521307 20.683425664901733 13337 25 19
1e-05 2 5896.129065112249 6157.480292766117 20.907748460769653 15389 29 13
1e-05 2 5986.651730623566 5374.817803905198 20.08309531211853 17441 33 9
1e-05 3 5918.048658946116 6136.457887808364 21.12116813659668 12824 24 15
1e-05 3 6077.013386827505 4473.126803640376 20.491376638412476 16415 31 9
1e-05 3 23298.507860464957 23529.556790152226 20.10905957221985 26675 51 3
1e-05 3 21761.69313712291 28662.764266168644 20.102891206741333 28214 54 3
1e-05 3 6025.701200127982 5356.615764594689 20.344456434249878 15389 29 13
1e-05 3 5914.871215462769 5882.3922732900155 21.594282150268555 15389 29 17
1e-05 3 5885.804816918412 5401.263290430548 21.134633541107178 12824 24 13
1e-05 3 5684.777454566533 7934.820162844746 20.786786794662476 15902 30 9
1e-05 3 5897.5181058844255 6165.533649984869 20.93699336051941 11798 22 11
1e-05 3 5984.630914815402 5375.746476299892 21.148203372955322 14363 27 13
1e-05 4 7570.663978398182 7874.547019785331 20.65099048614502 9746 18 13
1e-05 4 6090.645122538607 4484.498806133945 20.957117080688477 13337 25 9
1e-05 4 5961.885842360805 5640.415746745439 21.033719539642334 12311 23 11
1e-05 4 5765.764658317487 7252.742507936269 20.409063816070557 12311 23 13
1e-05 4 6002.2550426096905 5336.9072541070145 22.070688486099243 9746 18 23
1e-05 4 5959.429372873373 5774.221134140224 20.999638080596924 15389 29 17
1e-05 4 5975.881946330362 5490.891449339711 20.28402614593506 13337 25 7
1e-05 4 5649.197427910125 7903.800568360628 20.829335689544678 13337 25 7
1e-05 4 10443.91066042915 8589.666175943936 20.083879947662354 12311 23 7
1e-05 4 5988.562395028391 5375.639918660312 21.52257776260376 11285 21 17
1e-05 5 5865.882333617285 6076.139141801108 21.095593214035034 11285 21 19
1e-05 5 6062.475623983836 4462.956631059831 20.49067711830139 11798 22 11
1e-05 5 5955.298020472802 5631.994272811877 20.899510383605957 11285 21 13
1e-05 5 5780.953215262549 7281.931408730428 20.442503690719604 11285 21 9
1e-05 5 5910.987196831552 5214.190389450629 20.255359888076782 11285 21 13
1e-05 5 6003.636046740975 5841.074788451875 20.423636436462402 13337 25 5
1e-05 5 5966.933221526795 5471.968633715326 20.50195574760437 11798 22 9
1e-05 5 5703.368711819505 7963.4399187708 20.370274305343628 13850 26 15
1e-05 5 5850.998865211591 6128.630242107421 20.11234998703003 11285 21 7
1e-05 5 21910.41770766262 18367.008382320368 20.402150869369507 21545 41 3
1e-05 6 5903.847487335596 6113.647847790465 20.417205095291138 11285 21 9
1e-05 6 6084.565175914872 4479.568374012023 20.62394952774048 10259 19 17
1e-05 6 5962.817878323223 5644.398630165152 20.207653999328613 10259 19 9
1e-05 6 5792.049356410632 7291.750979963562 20.53468084335327 8720 16 11
1e-05 6 6003.110400810295 5331.967876084047 20.209921836853027 14876 28 7
1e-05 6 5944.22908999424 5760.652073051432 20.106423139572144 8720 16 11
1e-05 6 5970.998489847587 5489.542083897812 20.54305934906006 13337 25 9
1e-05 6 5600.780673368634 7866.507766003313 20.04891848564148 13337 25 5
1e-05 6 5899.069843320026 6167.060683553494 21.347585678100586 8720 16 13
1e-05 6 5989.628166542875 5377.346846058505 20.355347871780396 11798 22 9
1e-05 7 22944.457565652105 23471.213361137372 20.526022911071777 12824 24 5
1e-05 7 6036.397536433892 4375.705062431527 21.182551383972168 10259 19 7
1e-05 7 5977.066876448826 5664.3569948164995 20.309266567230225 9233 17 9
1e-05 7 5783.566819561955 7279.031757098448 20.936654090881348 11798 22 7
1e-05 7 5828.418465726609 5160.115416738649 21.00523829460144 10259 19 9
1e-05 7 5892.898181572362 5712.726240850525 20.059067487716675 10259 19 7
1e-05 7 5802.4628925154 5213.963636694504 20.99191951751709 10259 19 7
1e-05 7 5704.359306811058 7969.874475212294 20.384881496429443 11285 21 9
1e-05 7 5949.0589804482015 6188.402039333985 21.020087003707886 8720 16 9
1e-05 7 6064.357671252882 5252.792553593582 20.2018723487854 10259 19 7
1e-05 8 5744.854141732123 5927.336601248185 20.437697887420654 9233 17 7
1e-05 8 6075.656899489596 4476.548872887163 21.14491629600525 9233 17 7
1e-05 8 5850.527227298185 5511.482159757358 20.587444067001343 11285 21 5
1e-05 8 5785.492437059669 7281.489632378601 20.23667883872986 11285 21 5
1e-05 8 5747.319247493734 5079.23341590032 21.561359882354736 8720 16 9
1e-05 8 5961.314783012081 5778.684807688891 20.27191710472107 9233 17 9
1e-05 8 5930.80743816579 5365.087958262392 20.094090938568115 11285 21 5
1e-05 8 5698.527669531171 7963.620979808681 21.7375545501709 10259 19 11
1e-05 8 5897.440894159869 6158.180107588061 20.69835090637207 8720 16 9
1e-05 8 5699.4636443555655 5128.026828819749 20.720885515213013 9233 17 7
1e-05 9 5908.53894132117 6118.353566757274 20.23159122467041 12824 24 3
1e-05 9 5908.942991083711 4346.5998972953075 20.899741649627686 8720 16 7
1e-05 9 5997.53446550566 5666.372736629746 20.187367916107178 9746 18 5
1e-05 9 20920.354355034036 27677.179714352857 20.308133840560913 14876 28 3
1e-05 9 5805.858532060514 5189.725954790199 21.433818340301514 7181 13 11
1e-05 9 5864.880661797092 5723.474190378852 20.728911876678467 10259 19 7
1e-05 9 5978.426894530161 5493.764791775888 20.56498670578003 8207 15 13
1e-05 9 5662.496829076659 7903.3671153173345 20.96154022216797 9233 17 9
1e-05 9 5944.463741364245 6170.2167323746 20.1887047290802 8720 16 11
1e-05 9 5993.043112957622 5378.419497061536 20.47873854637146 9746 18 7
1e-05 10 5916.006203355344 6090.537062604384 20.4576313495636 7694 14 7
1e-05 10 6070.371312732142 4476.937922167915 21.903364658355713 6668 12 13
1e-05 10 5961.868599818706 5640.410510626562 20.487200021743774 8207 15 9
1e-05 10 5587.823017545809 6968.510353776928 20.143091917037964 7694 14 7
1e-05 10 5722.846351916976 5205.052426965064 21.193535089492798 8207 15 7
1e-05 10 5941.144827956925 5777.004579325421 20.46029806137085 8720 16 7
1e-05 10 5980.08758898623 5496.198260947004 20.444762706756592 8720 16 7
1e-05 10 5683.443757801191 7962.600540509509 22.50790762901306 7181 13 19
1e-05 10 5773.234417396549 6049.234691673847 21.246016263961792 8720 16 7
1e-05 10 5967.209418004187 5356.566946230328 21.36769151687622 8720 16 7
1e-05 11 5907.088717344123 6081.898993332692 20.088077783584595 8720 16 5
1e-05 11 6055.354048529137 4453.712698486287 20.706926345825195 8720 16 5
1e-05 11 5961.928991692128 5640.469706408095 20.424649953842163 9233 17 5
1e-05 11 5749.446388419138 7224.216180680354 20.1878445148468 7694 14 13
1e-05 11 5997.289532383037 5329.4084404403075 21.056909799575806 6155 11 13
1e-05 11 5986.249496998999 5799.97246039437 21.22076964378357 9233 17 5
1e-05 11 5944.691981850628 5435.419027779156 21.108311891555786 8720 16 5
1e-05 11 5493.06058433764 7775.704242158899 20.043222665786743 8720 16 5
1e-05 11 5795.547793762846 6084.41462160295 21.549485445022583 6668 12 11
1e-05 11 5987.292602796523 5377.422553995565 20.84382200241089 8720 16 5
1e-05 12 5915.517286614605 6124.7836056911165 20.162779331207275 7694 14 5
1e-05 12 6142.869402129984 4519.440585886789 21.83265972137451 7181 13 7
1e-05 12 5820.091294742368 5441.500579492754 20.921424388885498 8720 16 5
1e-05 12 5654.642293017263 7137.937713151091 20.720271348953247 7694 14 9
1e-05 12 6080.373114783336 5481.348076255865 20.73453164100647 7181 13 7
1e-05 12 5993.704667631348 5800.1176986545925 20.452797889709473 8207 15 5
1e-05 12 5888.515312610438 5374.2956812366 20.499680280685425 8207 15 7
1e-05 12 5590.783189550505 7856.8923648888485 21.169681549072266 8720 16 5
1e-05 12 5927.1040722259995 6180.379852649765 20.164005517959595 6668 12 7
1e-05 12 6030.623860879849 5416.302705677288 20.965461015701294 8720 16 5
1e-05 13 5832.454616295975 6055.051737029587 20.24692988395691 6668 12 7
1e-05 13 6183.115929708513 4249.489199721329 20.717379093170166 7181 13 7
1e-05 13 5869.9420353234445 5542.228774519061 20.0695059299469 6668 12 7
1e-05 13 5748.538969918588 7241.9043503136045 20.527036905288696 6668 12 7
1e-05 13 5992.681660523467 5314.333089250176 20.013469457626343 7694 14 7
1e-05 13 5953.167254574643 5768.677845945069 20.74055504798889 7694 14 9
1e-05 13 5966.971310724263 5474.262211151982 21.339929819107056 7694 14 5
1e-05 13 5706.449915440349 7971.167144279251 21.429868936538696 8207 15 5
1e-05 13 5676.76729645005 5917.162371345315 20.581053256988525 6668 12 7
1e-05 13 6031.78705582365 5394.789359899857 21.073997497558594 7694 14 5
1e-05 14 5875.85081534974 6079.7614299173065 21.905417919158936 5642 10 13
1e-05 14 5917.196629626916 4411.35069632218 20.387773513793945 6155 11 7
1e-05 14 5526.239993243961 5067.806688774603 21.159324407577515 6668 12 7
1e-05 14 5647.1983448710635 7107.6380000399195 20.499542236328125 6668 12 7
1e-05 14 5784.14495638821 5192.479374697773 20.1241934299469 7181 13 5
1e-05 14 5816.229927073282 5653.9516252021185 20.508318424224854 6155 11 7
1e-05 14 5984.227530404098 5512.042133967897 21.50484275817871 8207 15 7
1e-05 14 5711.306796818991 7981.609190585884 20.899582862854004 7181 13 5
1e-05 14 5904.374857986791 6172.10337414578 21.027026891708374 6155 11 7
1e-05 14 6005.722572975143 5391.065903530703 22.244115829467773 6155 11 9
1e-05 15 5877.588253115651 6086.336584343415 20.406182765960693 6668 12 5
1e-05 15 6008.79498965927 4426.510789473964 20.261714935302734 5642 10 7
1e-05 15 5937.906147186293 5610.087715870608 20.469714641571045 5642 10 7
1e-05 15 5669.356057317645 7134.65728294857 20.101706504821777 7181 13 5
1e-05 15 5581.677965506956 5047.136410588943 21.215303421020508 6155 11 7
1e-05 15 5969.423451077946 5775.459487568819 21.591686725616455 7694 14 5
1e-05 15 6059.028524650207 5614.652051285143 20.39752721786499 6155 11 7
1e-05 15 5502.199802858065 7672.3332476118785 20.222355127334595 5642 10 7
1e-05 15 6143.11347120288 5928.131692049227 21.80191659927368 6668 12 9
1e-05 15 5907.829530254542 5307.519754440714 22.478670597076416 5642 10 17
1e-05 16 5761.57779919263 5938.630202779017 20.718536376953125 5642 10 7
1e-05 16 6100.357478119656 4401.795059614401 20.690748691558838 7181 13 5
1e-05 16 5883.96725451876 5541.121516382939 20.34575343132019 5642 10 7
1e-05 16 6724.99594640243 9531.803595127501 21.575822591781616 6155 11 7
1e-05 16 5937.694058027225 5310.345901354523 21.912567377090454 6155 11 7
1e-05 16 5838.536401105525 5622.245154007654 21.22101616859436 5642 10 7
1e-05 16 5844.965448713535 5310.547269444266 20.172330141067505 6668 12 5
1e-05 16 5560.672206527495 7826.43138396586 20.107261180877686 5642 10 7
1e-05 16 5826.101755951531 6146.886907923301 21.733176946640015 6155 11 9
1e-05 16 5753.808131418635 5309.726909909156 21.669718980789185 6155 11 7
1e-05 17 5801.091973082064 6006.537105328078 21.39648699760437 5642 10 7
1e-05 17 6193.2610654086575 4602.736199948521 21.68546438217163 6668 12 5
1e-05 17 5929.206447258877 5596.005889139802 20.9386088848114 5129 9 7
1e-05 17 5685.554557222862 7139.32842721351 21.621938943862915 5642 10 9
1e-05 17 5826.968659177292 5234.802151485401 21.147668600082397 6668 12 5
1e-05 17 5916.616537623844 5728.71287156523 20.943032264709473 5642 10 7
1e-05 17 5837.6507279512525 5287.537535710685 21.03760075569153 5642 10 7
1e-05 17 5503.000245107501 7709.092397371004 21.160338878631592 6668 12 5
1e-05 17 5944.3357222162385 6210.135343688226 21.08838176727295 6668 12 5
1e-05 17 5787.131246595257 5169.484648435202 20.66435480117798 5642 10 7
1e-05 18 5908.461436082184 6117.501387476763 21.839243173599243 6155 11 5
1e-05 18 5758.560218644538 4202.211252347061 20.901024103164673 6155 11 5
1e-05 18 5766.765704128878 5393.926574945728 20.33843207359314 5129 9 7
