learning_rate iterations train_mse test_mse runtime evals gens nodes_amnt
1e-06 3 25796.08267421302 21909.67629718857 21.0214626789093 13337 25 27
1e-06 3 22342.653342225614 22861.644637523 21.06381916999817 12311 23 13
1e-06 3 27584.763320290716 21457.470621990968 20.352033138275146 28727 55 3
1e-06 3 5961.928991712578 5640.470306414907 20.60932183265686 15389 29 9
1e-06 3 25535.51003378394 33041.09571995429 20.79003667831421 13337 25 19
1e-06 3 27857.14431057287 25308.784305090914 20.100476264953613 64124 124 1
1e-06 3 25646.956590435726 31803.30754243537 20.203486919403076 24110 46 3
1e-06 3 27649.693577567836 27842.39122763636 20.141038179397583 64124 124 1
1e-06 3 16452.44603107468 18680.159656586762 20.7679603099823 15902 30 17
1e-06 3 27185.320174791104 22858.59040831361 20.24883198738098 21032 40 3
1e-06 3 28207.38814188944 24132.82965490909 20.11224389076233 62072 120 1
1e-06 3 27607.913453332498 28174.84332011111 20.09793472290039 64124 124 1
1e-06 3 28287.77760738539 22087.158222666665 20.040603399276733 64124 124 1
1e-06 3 11649.919882530125 11644.376175217214 20.187990427017212 16928 32 9
1e-06 3 6298.531950547533 8769.328158654842 20.48590350151062 13850 26 15
1e-06 3 27912.179973949747 25361.455074909085 20.127764463424683 64124 124 1
1e-06 3 24902.736772429394 30937.868269596565 20.095452308654785 13337 25 9
1e-06 3 10073.590694166436 9885.875773367254 20.750885725021362 9233 17 17
1e-06 3 25900.10660496359 28116.31052405132 20.124874114990234 14876 28 7
1e-06 3 23769.731538052412 19826.37060007078 21.18304705619812 12311 23 13
1e-06 3 27444.944326364992 23434.08169339101 20.31218957901001 11285 21 13
1e-06 5 26468.84782409169 27025.321239248373 20.23496961593628 15902 30 5
1e-06 5 25315.232143739493 19435.09424347412 20.948618173599243 8720 16 13
1e-06 5 22529.25079831127 22747.016770534115 20.708099603652954 8207 15 15
1e-06 5 16529.346631134613 22456.08281818544 20.33131766319275 9233 17 13
1e-06 5 24997.52984790742 22576.560839110844 20.7625675201416 13337 25 11
1e-06 5 25738.249518396708 31909.281040353908 20.61893653869629 11285 21 7
1e-06 5 26340.01137370829 26511.927916565422 20.47060513496399 21545 41 3
1e-06 5 26337.27311017155 28552.946221146114 20.385071516036987 15902 30 3
1e-06 5 5927.238349456136 6202.940120742851 21.44199800491333 8720 16 17
1e-06 5 5994.569454043189 5391.23806753387 25.78097105026245 7694 14 17
1e-06 5 24897.146072224543 25439.351358317046 21.252079486846924 10259 19 17
1e-06 5 16016.115583780289 11341.934011322232 21.155027151107788 11285 21 13
1e-06 5 26912.56616262392 27198.48012311046 20.058752298355103 18980 36 3
1e-06 5 24037.14326621435 31309.90608643985 20.269869089126587 12311 23 11
1e-06 5 25883.698232759954 23421.5748178308 21.64387345314026 10259 19 13
1e-06 5 26987.73683867337 33356.39063127273 20.134092807769775 48221 93 1
1e-06 5 7725.488651774969 7437.565064080566 20.638322830200195 14363 27 17
1e-06 5 25856.405484778024 28072.30742980353 20.069438219070435 10259 19 9
1e-06 5 26558.178972918595 22299.59949380343 23.270219564437866 8207 15 15
1e-06 5 24814.361836508884 21014.107850557335 20.470703601837158 9746 18 11
1e-06 5 27676.02268324433 28243.512561777778 20.181840896606445 44630 86 1
1e-06 5 24805.37782553029 18980.338901871182 20.375881671905518 11798 22 11
1e-06 5 27627.302907090452 27923.490334454542 20.046688079833984 45656 88 1
1e-06 5 25408.331814168705 32894.59089445543 20.41083335876465 20006 38 3
1e-06 5 28158.61250450251 25597.334585818182 20.11247420310974 45656 88 1
1e-06 5 25910.60417098599 32107.60569759704 20.079894542694092 11798 22 9
1e-06 5 24711.91289876083 24856.010667023653 22.27242612838745 9233 17 23
1e-06 5 5663.509398762901 7908.554354762296 20.98779058456421 8207 15 13
1e-06 5 28018.613320557783 23602.79773627273 20.069242477416992 48734 94 1
1e-06 5 20539.429366595785 17124.660200301845 20.991025686264038 11285 21 13
1e-06 5 25195.282894473447 25741.709117596685 20.083938598632812 11285 21 7
1e-06 5 25383.56352718974 19491.43234822449 20.036324501037598 10259 19 11
1e-06 5 25765.16734585444 26030.101885979184 20.257977962493896 8720 16 13
1e-06 5 26839.219529467337 34540.039472363635 20.06475520133972 47195 91 1
1e-06 5 26133.083371860037 23660.632059526495 21.180731534957886 11285 21 15
1e-06 5 23790.01802543134 29639.92832105213 20.025777101516724 10259 19 15
1e-06 5 24976.305907804563 25127.159192590512 20.91973304748535 9233 17 21
1e-06 5 27418.372064140705 29632.75616327272 20.1574969291687 48221 93 1
1e-06 5 26422.83145353216 22179.15911586212 20.106496334075928 13850 26 9
1e-06 5 18181.9329321923 15002.686415526834 20.878854036331177 10772 20 15
1e-06 5 11859.16060399366 12256.291996491595 20.79257321357727 9746 18 13
1e-06 5 26795.35884885061 20754.824076498684 20.14395308494568 12824 24 7
1e-06 5 25375.487760638654 25638.696869202176 21.795372486114502 12311 23 13
1e-06 5 25297.579707182955 32766.710272365188 20.218355655670166 10772 20 9
1e-06 5 27599.544044931077 25062.292961044415 20.525797605514526 10772 20 3
1e-06 5 26214.64306720091 32461.607332490406 20.303130388259888 13337 25 3
1e-06 5 25793.782381147932 25955.81846301066 20.49249267578125 12824 24 17
1e-06 5 19322.777005517895 21544.295279518345 21.86784052848816 10259 19 13
1e-06 5 23942.927548635078 19981.46960950096 22.25388479232788 8207 15 29
1e-06 5 26943.30709410485 22967.905995309808 20.052091598510742 10772 20 5
1e-06 5 27564.332462964736 28130.90353433333 20.13713240623474 33857 65 1
1e-06 5 26243.985018843206 20261.57450544035 22.009440898895264 6668 12 7
1e-06 5 23042.106342945062 23269.844468630312 21.820334911346436 9746 18 25
1e-06 5 19382.171298207548 25862.04485900274 20.469156503677368 9233 17 13
1e-06 5 26581.320719976276 24088.642237054286 20.444654941558838 21545 41 3
1e-06 5 5971.415247373675 5977.431596631944 21.95002055168152 7694 14 25
1e-06 5 27114.739323031652 27299.026715506858 20.066792726516724 21032 40 3
1e-06 5 5715.740688400031 7994.949466646626 22.108628034591675 9746 18 17
1e-06 5 25270.92493705576 21155.07408238681 21.51576852798462 9746 18 17
1e-06 5 24522.889214577714 20750.003143287744 20.45016384124756 15902 30 5
1e-06 7 21805.958650821773 22321.656503074042 21.2951979637146 7694 14 19
1e-06 7 27391.210509631394 21284.315826011996 20.173816442489624 12824 24 3
1e-06 7 21245.109639036436 21443.004498004782 20.62418556213379 7694 14 13
1e-06 7 22376.258531944677 29380.879569284854 30.818037033081055 8720 16 9
1e-06 7 27781.83080695547 25236.97751225518 21.320027589797974 2051 3 3
1e-06 7 25716.571521302845 31884.120134571032 20.111381769180298 14876 28 3
1e-06 7 14393.244951895724 14329.086917009337 20.327158451080322 9233 17 13
1e-06 7 27368.594042366833 29583.036778090907 20.157711267471313 41039 79 1
1e-06 7 25143.451243428906 21043.08314693872 21.036838054656982 10259 19 7
1e-06 7 27395.51205613345 23387.388729713763 20.054423332214355 12824 24 5
1e-06 7 27599.37048394962 28166.23004622222 20.046419143676758 38987 75 1
1e-06 7 27101.382362442462 21025.206019893616 20.186986207962036 12824 24 3
1e-06 7 16476.6540093386 16585.828810752617 20.37876319885254 10772 20 15
1e-06 7 25147.578577847366 32594.999271300607 21.561277866363525 9746 18 19
1e-06 7 27945.649405904525 25393.48777045454 20.113134384155273 41039 79 1
1e-06 7 26981.935941788943 33349.68602036364 20.109915733337402 41039 79 1
1e-06 7 26573.779515894388 26749.453288452933 20.280327796936035 13850 26 3
1e-06 7 27555.925714653265 29770.14812945455 20.026421308517456 38987 75 1
1e-06 7 26240.508956490954 22016.924459690592 20.610046863555908 16928 32 3
1e-06 7 5987.501972948417 5371.551443614823 21.32308077812195 12311 23 17
1e-06 7 26399.304415405746 26956.146514245484 20.23703908920288 17954 34 3
1e-06 7 26651.30672845011 20622.23172744366 20.006892681121826 9233 17 7
1e-06 7 18157.173369886685 18303.96309769071 21.32812237739563 9233 17 13
1e-06 7 26457.944719378364 34102.32450398786 20.246838808059692 14363 27 3
1e-06 7 26875.3011840598 24370.29997979404 21.33987259864807 9746 18 9
1e-06 7 23720.016056368753 29556.09038296712 21.84580087661743 12311 23 13
1e-06 7 23221.81249951295 23340.93694145221 20.046250104904175 8720 16 15
1e-06 7 26754.854091516823 28970.35758748419 20.998148202896118 10772 20 7
1e-06 7 5950.430847331025 6072.423760212058 21.266437530517578 9746 18 7
1e-06 7 25129.086962168305 21305.59923228634 21.15567135810852 10772 20 13
1e-06 7 23884.89468795505 24419.74838374186 21.0020432472229 12824 24 11
1e-06 7 25566.844688107754 19656.965006336537 22.19063925743103 10772 20 15
1e-06 7 6655.230043341581 6440.371971057597 22.17542028427124 9233 17 13
1e-06 7 25410.834036682532 32896.57240924396 20.581737518310547 6668 12 19
1e-06 7 28111.000238371864 25551.756636727274 20.095695972442627 35909 69 1
1e-06 7 27335.20744682915 33757.767781 20.228856086730957 37448 72 1
1e-06 7 27669.42454459799 27862.430397727272 20.1351318359375 34370 66 1
1e-06 7 27386.84916783417 29601.27039190909 20.025145769119263 38987 75 1
1e-06 7 25637.132571603983 21478.501930090322 20.73548722267151 10259 19 15
1e-06 7 27991.7956970402 23934.06754354545 20.084391832351685 36935 71 1
1e-06 7 13310.013766549255 13726.917733452148 20.225589752197266 10259 19 13
1e-06 7 26852.944262180066 20803.268517088996 20.55608057975769 17441 33 3
1e-06 7 27614.05768601005 27910.056283999995 20.060567378997803 39500 76 1
1e-06 7 23152.23121390356 30283.6189795644 21.234569311141968 9233 17 7
1e-06 7 26826.20670282357 24322.70948170022 20.530965328216553 16928 32 3
1e-06 7 20483.219177593626 25744.57901394554 21.169416427612305 11285 21 9
1e-06 7 23879.40383459286 24010.03938353838 20.155105113983154 9233 17 7
1e-06 7 24900.948142509074 27118.541553797666 20.174551486968994 9233 17 9
1e-06 7 26845.0582208633 22554.73055171639 20.203436136245728 8207 15 19
1e-06 7 25591.151996505396 21725.13293932358 21.342077493667603 10772 20 9
1e-06 7 27561.683680604532 28128.232933333336 20.12490224838257 39500 76 1
1e-06 7 28339.64901561713 22133.6656 20.148868322372437 36935 71 1
1e-06 7 26975.446365080876 27262.424132810218 20.079633474349976 7181 13 11
1e-06 7 26043.544025357696 33625.98649410945 20.452468633651733 13337 25 3
1e-06 7 27205.055161099648 24686.06952323834 21.65340518951416 9233 17 13
1e-06 7 27069.324020899494 33450.67499554544 20.210331916809082 38474 74 1
1e-06 7 27172.07501029787 27357.268856561463 20.273616790771484 14876 28 3
1e-06 7 26756.905280031133 28972.737349633142 21.3227961063385 8207 15 15
1e-06 7 27901.234074650172 23497.58868505688 21.949957847595215 8720 16 11
1e-06 7 22257.255814323722 18685.5925591737 20.128798007965088 7181 13 19
1e-06 9 26717.498726211536 27275.460375644107 20.380353927612305 10259 19 9
1e-06 9 26587.806902094035 20570.211538230753 20.593613624572754 7181 13 19
1e-06 9 26773.44081252068 27057.146742913686 20.502264261245728 9746 18 5
1e-06 9 23838.236787251604 31078.553065402437 20.67352604866028 7694 14 9
1e-06 9 27852.413291959794 25304.25671818182 20.164559841156006 32831 63 1
1e-06 9 25995.27021664629 32208.113439373872 21.257776260375977 10259 19 9
1e-06 9 25079.428417067546 25229.653951589324 20.856520414352417 8207 15 13
1e-06 9 26401.597702602918 28617.598391469845 21.887977838516235 9233 17 9
1e-06 9 28035.866349140706 23618.22417554545 20.055123329162598 31292 60 1
1e-06 9 26857.787501471343 22889.976711210988 20.476381301879883 13337 25 3
1e-06 9 27560.506496 28127.04605155556 20.0824556350708 32318 62 1
1e-06 9 27260.085557827584 21165.301781672737 20.05113387107849 8720 16 7
1e-06 9 6923.714717376577 6732.35794585816 21.86033344268799 9233 17 9
1e-06 9 5777.625830885383 7270.867215446467 20.169031858444214 7694 14 9
1e-06 9 24650.08163686956 22244.284515976397 20.434457540512085 8720 16 7
1e-06 9 25073.306775774363 31137.316690425916 21.451237678527832 7694 14 17
1e-06 9 27851.548164502517 28047.392245818177 20.090262413024902 31292 60 1
1e-06 9 27419.256213663313 29633.63927190909 20.134535312652588 29753 57 1
1e-06 9 28027.833929869346 23611.042065090907 20.062976598739624 24110 46 1
1e-06 9 27400.651069355252 23389.498721506567 20.58252239227295 9746 18 5
1e-06 9 24943.665983629377 25487.865244896522 21.480223178863525 7181 13 25
1e-06 9 28260.97132864484 22063.126442666664 20.13591194152832 31805 61 1
1e-06 9 26160.964148082538 26435.88387649821 20.228752374649048 15389 29 3
1e-06 9 25812.136442292256 33359.716355296885 20.31727886199951 14876 28 3
1e-06 9 27866.016350472357 25317.274910545453 20.159462451934814 33344 64 1
1e-06 9 23478.46906244635 29275.5288548872 20.89210820198059 11285 21 11
1e-06 9 25840.495558623257 26004.310680545437 20.517020225524902 14876 28 3
1e-06 9 21956.22774628958 24163.97511268164 20.221909284591675 8720 16 9
1e-06 9 6470.17992988982 5989.275361660445 20.26952838897705 7181 13 7
1e-06 9 24452.815062390397 20681.8859519959 20.999083757400513 6668 12 13
1e-06 9 16296.65558600804 16753.1255570246 20.940895318984985 8720 16 17
1e-06 9 28230.908017947102 22036.176736111112 20.238465070724487 32831 63 1
1e-06 9 24115.680406024472 24359.530660178712 21.77916646003723 8207 15 17
1e-06 9 26060.351874096403 33645.31874260597 20.555877447128296 14876 28 3
1e-06 9 27886.724776904524 25337.093323272726 20.26934027671814 33857 65 1
1e-06 9 25206.544409821523 31290.80762221717 20.54167151451111 8207 15 7
1e-06 9 5979.974095695796 5495.93836082964 20.443677186965942 7694 14 11
1e-06 9 27376.24848156281 29590.682196272723 20.013706922531128 31292 60 1
1e-06 9 27048.455715983535 22736.523574109855 21.205039262771606 10259 19 3
1e-06 9 26973.283406488652 22996.20478111664 20.659312963485718 14876 28 3
1e-06 9 27521.97138520151 28088.193358333338 20.30878496170044 31805 61 1
1e-06 9 27604.430614442084 21474.266594669498 21.810486555099487 6668 12 11
1e-06 9 26384.887121683118 26663.82932990021 22.2952618598938 6668 12 13
1e-06 9 24156.955374435172 31449.064391154734 21.565452337265015 11798 22 9
1e-06 9 26911.850722112707 24404.58488530272 21.44228196144104 8720 16 3
1e-06 9 26298.179587686052 32558.520493844735 20.423423290252686 10259 19 3
1e-06 9 27619.672626954776 27811.90107236364 20.087443828582764 31805 61 1
1e-06 9 11956.525238311513 14190.88169459108 20.087706804275513 9746 18 9
1e-06 9 18950.536436034894 15622.704905750365 20.286601305007935 10259 19 9
1e-06 9 20815.68764145614 17378.50092870792 22.076162099838257 7694 14 15
1e-06 9 20917.932609098192 21420.083243080782 20.52033519744873 6668 12 21
1e-06 9 25648.929760394727 19729.99217414331 21.20911192893982 11285 21 9
1e-06 9 11051.378019454241 11028.93990887277 21.477506637573242 8720 16 15
1e-06 9 14778.631763587062 20330.735188339724 20.525448322296143 8207 15 13
1e-06 9 24809.725189787536 22396.56552439685 20.962056159973145 8720 16 7
1e-06 9 26386.789971282884 32661.151145861637 20.247586727142334 14876 28 3
1e-06 9 25880.119729187816 26045.221948185772 20.865068912506104 10772 20 7
1e-06 9 25242.03684926892 27458.499489363796 20.909441471099854 8207 15 7
1e-06 9 9975.84862232171 8229.929620460736 20.995393753051758 7181 13 21
1e-06 9 26496.498084685754 22557.76128629691 22.38238000869751 7181 13 13
1e-06 11 26504.592569107008 27062.33664048002 22.050331592559814 7181 13 9
1e-06 11 26133.23179300892 20161.80675677154 20.672889709472656 7694 14 9
1e-06 11 25605.141227248685 25871.798347718563 21.56805658340454 8207 15 5
1e-06 11 26462.766627949048 34107.51648910619 20.078786849975586 7694 14 9
1e-06 11 25642.655688722818 23192.063085744143 20.118416786193848 7181 13 9
1e-06 11 25635.949023302812 31790.249428574767 22.881358861923218 6668 12 11
1e-06 11 25833.701436991283 25998.44810319187 22.752371549606323 6668 12 25
1e-06 11 26698.24804859221 28913.487087714693 20.449317932128906 12311 23 3
1e-06 11 27124.34357961022 22803.2943022678 20.00138211250305 7181 13 7
1e-06 11 26938.431799134756 22964.147107325723 20.138209104537964 12311 23 3
1e-06 11 27122.689078511383 27685.749328122045 20.541824340820312 8207 15 5
1e-06 11 24432.09480952664 18652.12254785192 20.030593633651733 9233 17 5
1e-06 11 27253.90178995117 27544.743536396083 20.4228515625 12311 23 3
1e-06 11 15340.758766917428 21015.463915882417 20.728362321853638 7694 14 9
1e-06 11 25382.164911348493 22944.661365867174 22.379806518554688 6668 12 13
1e-06 11 25908.911335796558 32107.568765763506 20.860313653945923 9233 17 7
1e-06 11 27269.536527494838 27455.59975598421 20.772725820541382 8207 15 9
1e-06 11 7205.686223926194 9448.035177385955 21.638647317886353 9746 18 13
1e-06 11 26591.33477847373 22330.94490828353 20.294485092163086 7181 13 11
1e-06 11 28028.00113555276 23967.440843181816 20.024606943130493 25136 48 1
1e-06 11 26612.87872156825 27170.434995509477 20.44145441055298 8207 15 9
1e-06 11 20710.203012945418 15371.644534924735 20.51521372795105 7694 14 5
1e-06 11 22506.870783255636 22725.488957983904 20.4144229888916 8207 15 9
1e-06 11 24814.175677006297 32207.997529089716 22.452351093292236 6155 11 13
1e-06 11 22933.474673410044 20610.543882370202 20.763988256454468 5642 10 13
1e-06 11 27032.140168839196 33407.70737372726 20.140932321548462 27188 52 1
1e-06 11 26878.50232499328 27058.905220490287 20.35864806175232 8720 16 5
1e-06 11 5698.48115867704 7952.6342313572795 21.97966742515564 6668 12 17
1e-06 11 27121.420989113765 22800.69967783454 20.35990619659424 8720 16 5
1e-06 11 13759.415845240794 11102.091998139 21.210518836975098 7181 13 17
1e-06 11 26025.561373294884 26579.2240864515 20.468027591705322 10772 20 3
1e-06 11 27449.585384004276 21336.529000480972 20.594895362854004 12824 24 3
1e-06 11 27558.471983472362 27853.677498090907 20.174182653427124 26162 50 1
1e-06 11 5781.135799964621 7371.68887969944 20.91744637489319 7181 13 17
1e-06 11 26418.838154140452 23933.3734854873 20.499718189239502 9233 17 5
1e-06 11 25619.41054860407 31771.180985022533 20.462583541870117 6668 12 13
1e-06 11 12933.452691748273 12829.489414141744 21.623094081878662 6668 12 13
1e-06 11 23280.55348275692 25503.44629089715 22.650051832199097 6668 12 13
1e-06 11 15391.534163972403 12588.557168647234 22.11178970336914 7694 14 13
1e-06 11 27117.28736442538 23128.5573984808 21.630762815475464 9233 17 11
1e-06 11 27541.970059478594 28108.356884555556 20.230289220809937 29240 56 1
1e-06 11 27793.91145179068 21648.950303734 20.152726888656616 8207 15 9
1e-06 11 5979.68936209339 5675.803735545595 21.70906662940979 8207 15 7
1e-06 11 24730.569087549968 32112.412874350503 21.502467393875122 8207 15 15
1e-06 11 25795.749149315536 23338.217685054038 21.647112607955933 6155 11 21
1e-06 11 25593.109425832597 31740.785402871286 20.815196990966797 12311 23 3
1e-06 11 27087.40407167798 27272.073442583074 21.866005897521973 7694 14 9
1e-06 11 27373.59871499498 29588.035552363635 20.291400909423828 29240 56 1
1e-06 11 25068.243850376068 20976.081196608233 22.468160390853882 7181 13 13
1e-06 11 27991.499054150754 23933.794114909088 20.18063449859619 27701 53 1
1e-06 11 27023.602995908812 27585.86771804427 20.16583800315857 7694 14 5
1e-06 11 24706.91291667702 18893.970758934815 20.44520616531372 6668 12 7
1e-06 11 11735.812897401684 11733.829907144367 21.448132753372192 7694 14 11
1e-06 11 20121.405417681068 26737.08373136064 20.28643536567688 7181 13 9
1e-06 11 26801.270811622635 24298.8723065712 20.151692390441895 10259 19 3
1e-06 11 25786.98718209003 31965.842210046107 20.657078504562378 11285 21 3
1e-06 11 22764.843394660853 22877.378017389972 20.919490814208984 7181 13 11
1e-06 11 26805.52633332415 29016.208038452896 21.300962924957275 7181 13 9
1e-06 11 27636.71069907541 23261.16844147415 21.005056381225586 8720 16 5
1e-06 11 11577.779191134203 9223.18070157025 22.86671495437622 6668 12 17
1e-06 13 25973.167003047987 26526.381651229778 21.934277772903442 6668 12 7
1e-06 13 27020.229336843953 20954.480921355847 23.244643688201904 6668 12 17
1e-06 13 26725.119072057616 27007.744484121165 20.620179653167725 7694 14 5
1e-06 13 25398.48459551712 32881.65227710271 20.374022722244263 7181 13 13
1e-06 13 27258.524427058746 24736.985625973208 20.195279121398926 10772 20 3
1e-06 13 26990.05742142714 33359.07269963637 20.11325216293335 25649 49 1
